adhere,KK[ədˋhɪr] DJ[ədˋhiə]
adjacent,KK[əˋdʒesənt] DJ[əˋdʒeisnt]
adjective,KK[ˋædʒɪktɪv] DJ[ˋædʒiktiv]
adjoin,KK[əˋdʒɔɪn] DJ[əˋdʒɔin]
adjust,KK[əˋdʒʌst] DJ[əˋdʒʌst]
adjustment,KK[əˋdʒʌstmənt] DJ[əˋdʒʌstmənt]
administer,KK[ədˋmɪnəstɚ] DJ[ədˋministə]
administration,KK[əd͵mɪnəˋstreʃən] DJ[əd͵miniˋstreiʃən]
administrative,KK[ədˋmɪnə͵stretɪv] DJ[ədˋministrətiv]
administrator,KK[ədˋmɪnə͵stretɚ] DJ[ədˋministreitə]
admirable,KK[ˋædmərəb!] DJ[ˋædmərəbl]
admiral,KK[ˋædmərəl] DJ[ˋædmərəl]
admiration,KK[͵ædməˋreʃən] DJ[͵ædməˋreiʃən]
admire,KK[ədˋmaɪr] DJ[ədˋmaiə]
admission,KK[ədˋmɪʃən] DJ[ədˋmiʃən]
admit,KK[ədˋmɪt] DJ[ədˋmit]
adolescence,KK[æd!ˋɛsns] DJ[͵ædəuˋlesns]
adolescent,KK[͵æd!ˋɛsnt] DJ[͵ædəˋlesnt]
adopt,KK[əˋdɑpt] DJ[əˋdɔpt]
adore,KK[əˋdor] DJ[əˋdɔ:]
adult,KK[əˋdʌlt] DJ[əˋdʌlt]
adulthood,KK[əˋdʌlthʊd] DJ[əˋdʌlthud]
advance,KK[ədˋvæns] DJ[ədˋvɑ:ns]
advanced,KK[ədˋvænst] DJ[ədˋvɑ:nst]
advancement,KK[ədˋvænsmənt] DJ[ədˋvɑ:nsmənt]
advantage,KK[ədˋvæntɪdʒ] DJ[ədˋvɑ:ntidʒ]
advent,KK[ˋædvɛnt] DJ[ˋædvənt]
adventure,KK[ədˋvɛntʃɚ] DJ[ədˋventʃə]
adverb,KK[ˋædvɚb] DJ[ˋædvə:b]
adverse,KK[ædˋvɝs] DJ[ˋædvə:s]
advert,KK[ədˋvɝt] DJ[ədˋvə:t]
advertise,KK[ˋædvɚ͵taɪz] DJ[ˋædvətaiz]
advertisement,KK[͵ædvɚˋtaɪzmənt] DJ[ədˋvə:tismənt]
advertiser,KK[ˋædvɚ͵taɪzɚ] DJ[ˋædvə͵taizə]
advertising,KK[ˋædvɚ͵taɪzɪŋ] DJ[ˋædvə͵taiziŋ]
advice,KK[ədˋvaɪs] DJ[ədˋvais]
advisable,KK[ədˋvaɪzəb!] DJ[ədˋvaizəbl]
advise,KK[ədˋvaɪz] DJ[ədˋvaiz]
adviser,KK[ədˋvaɪzɚ] DJ[ədˋvaizə]
advisory,KK[ədˋvaɪzərɪ] DJ[ədˋvaizəri]
advocate,KK[ˋædvəkɪt] DJ[ˋædvəkit]
aerial,KK[ˋɛrɪəl] DJ[ˋɛəriəl]
aerospace,KK[ˋɛrə͵spes] DJ[ˋɛərə͵speis]
aesthetic,KK[ɛsˋθɛtɪk] DJ[i:sˋθetik]
aesthetics,KK[ɛsˋθɛtɪks] DJ[i:sˋθetiks]
affair,KK[əˋfɛr] DJ[əˋfɛə]
affect,KK[əˋfɛkt] DJ[əˋfekt]
affection,KK[əˋfɛkʃən] DJ[əˋfekʃən]
affectionate,KK[əˋfɛkʃənɪt] DJ[əˋfekʃənit]
affiliate,KK[əˋfɪlɪ͵et] DJ[əˋfilieit]
affirm,KK[əˋfɝm] DJ[əˋfə:m]
afflict,KK[əˋflɪkt] DJ[əˋflikt]
afford,KK[əˋford] DJ[əˋfɔ:d]
afraid,KK[əˋfred] DJ[əˋfreid]
after,KK[ˋæftɚ] DJ[ˋɑ:ftə]
aftermath,KK[ˋæftɚ͵mæθ] DJ[ˋɑ:ftəmæθ]
afternoon,KK[ˋæftɚˋnun] DJ[ˋɑ:ftəˋnu:n]
afterwards,KK[ˋæftɚwɚdz] DJ[ˋɑ:ftəwədz]
again,KK[əˋgɛn] DJ[əˋgen]
against,KK[əˋgɛnst] DJ[əˋgenst]
age,KK[edʒ] DJ[eidʒ]
aged,KK[ˋedʒɪd] DJ[ˋeidʒid]
agency,KK[ˋedʒənsɪ] DJ[ˋeidʒənsi]
agenda,KK[əˋdʒɛndə] DJ[ədʒˋendə]
agent,KK[ˋedʒənt] DJ[ˋeidʒənt]
aggravate,KK[ˋægrə͵vet] DJ[ˋægrəveit]
aggregate,KK[ˋægrɪ͵get] DJ[ˋægrigeit]
aggression,KK[əˋgrɛʃən] DJ[əˋgreʃən]
aggressive,KK[əˋgrɛsɪv] DJ[əˋgresiv]
aging,KK[ˋedʒɪŋ] DJ[ˋeidʒiŋ]
agitate,KK[ˋædʒə͵tet] DJ[ˋædʒiteit]
agitation,KK[͵ædʒəˋteʃən] DJ[͵ædʒiˋteiʃən]
ago,KK[əˋgo] DJ[əˋgəu]
agony,KK[ˋægənɪ] DJ[ˋægəni]
agree,KK[əˋgri] DJ[əˋgri:]
agreeable,KK[əˋgriəb!] DJ[əˋgri:əbəl]
agreement,KK[əˋgrimənt] DJ[əˋgri:mənt]
agricultural,KK[͵ægrɪˋkʌltʃərəl] DJ[͵ægriˋkʌltʃərəl]
agriculture,KK[ˋægrɪ͵kʌltʃɚ] DJ[ˋægrikʌltʃə]
ahead,KK[əˋhɛd] DJ[əˋhed]
aid,KK[ed] DJ[eid]
aide,KK[ed] DJ[eid]
AIDS,KK[edz] DJ[eidz]
aim,KK[em] DJ[eim]
air,KK[ɛr] DJ[ɛə]
air-conditioned,KK[ˋɛrkən͵dɪʃənd] DJ[ˋɛəkən͵diʃnd]
aircraft,KK[ˋɛr͵kræft] DJ[ˋɛəkrɑ:ft]
airlift,KK[ˋɛr͵lɪft] DJ[ˋɛəlift]
airline,KK[ˋɛr͵laɪn] DJ[ˋɛəlain]
airmail,KK[ˋɛr͵mel] DJ[ˋɛəmeil]
airplane,KK[ˋɛr͵plen] DJ[ˋɛəplein]
airport,KK[ˋɛr͵port] DJ[ˋɛəpɔ:t]
airtight,KK[ˋɛr͵taɪt] DJ[ˋɛətait]
airway,KK[ˋɛr͵we] DJ[ˋɛəwei]
aisle,KK[aɪl] DJ[ail]
alarm,KK[əˋlɑrm] DJ[əˋlɑ:m]
alarming,KK[əˋlɑrmɪŋ] DJ[əˋlɑ:miŋ]
album,KK[ˋælbəm] DJ[ˋælbəm]
alcohol,KK[ˋælkə͵hɔl] DJ[ˋælkəhɔl]
alcoholic,KK[͵ælkəˋhɔlɪk] DJ[͵ælkəˋhɔ:lik]
alert,KK[əˋlɝt] DJ[əˋlə:t]
algebra,KK[ˋældʒəbrə] DJ[ˋældʒibrə]
alien,KK[ˋelɪən] DJ[ˋeiljən]
alienate,KK[ˋeljən͵et] DJ[ˋeiljəneit]
alike,KK[əˋlaɪk] DJ[əˋlaik]
alive,KK[əˋlaɪv] DJ[əˋlaiv]
all,KK[ɔl] DJ[ɔ:l]
allegation,KK[͵æləˋgeʃən] DJ[͵æliˋgeiʃən]
allege,KK[əˋlɛdʒ] DJ[əˋledʒ]
alleged,KK[əˋlɛdʒd] DJ[əˋledʒd]
allergic,KK[əˋlɝdʒɪk] DJ[əˋlə:dʒik]
allergy,KK[ˋælɚdʒɪ] DJ[ˋælədʒi]
alleviate,KK[əˋlivɪ͵et] DJ[əˋli:vieit]
alley,KK[ˋælɪ] DJ[ˋæli]
alliance,KK[əˋlaɪəns] DJ[əˋlaiəns]
allied,KK[əˋlaɪd] DJ[əˋlaid]
alligator,KK[ˋælə͵getɚ] DJ[ˋæli͵geitə]
allocate,KK[ˋælə͵ket] DJ[ˋæləkeit]
allow,KK[əˋlaʊ] DJ[əˋlau]
allowance,KK[əˋlaʊəns] DJ[əˋlauəns]
alloy,KK[əˋlɔɪ] DJ[əˋlɔi]
ally,KK[əˋlaɪ] DJ[əˋlai]
almond,KK[ˋɑmənd] DJ[ˋɑ:mənd]
almost,KK[ˋɔl͵most] DJ[ˋɔ:lməust]
alone,KK[əˋlon] DJ[əˋləun]
along,KK[əˋlɔŋ] DJ[əˋlɔŋ]
alongside,KK[əˋlɔŋˋsaɪd] DJ[əˋlɔŋˋsaid]
aloud,KK[əˋlaʊd] DJ[əˋlaud]
alphabet,KK[ˋælfə͵bɛt] DJ[ˋælfəbit]
already,KK[ɔlˋrɛdɪ] DJ[ɔ:lˋredi]
also,KK[ˋɔlso] DJ[ˋɔ:lsəu]
alter,KK[ˋɔltɚ] DJ[ˋɔ:ltə]
alternate,KK[ˋɔltɚnɪt] DJ[ɔ:lˋtə:nit]
alternative,KK[ɔlˋtɝnətɪv] DJ[ɔ:lˋtə:nətiv]
alternatively,KK[ɔlˋtɝnə͵tɪvlɪ] DJ[ɔ:lˋtə:nə͵tivli]
although,KK[ɔlˋðo] DJ[ɔ:lˋðəu]
altitude,KK[ˋæltə͵tjud] DJ[ˋælti͵tju:d]
altogether,KK[͵ɔltəˋgɛðɚ] DJ[͵ɔ:ltəˋgeðə]
aluminum,KK[əˋlumɪnəm] DJ[əˋlju:minəm]
always,KK[ˋɔlwez] DJ[ˋɔ:lweiz]
am,KK[æm] DJ[æm]
amateur,KK[ˋæmə͵tʃʊr] DJ[ˋæmətə:]
amaze,KK[əˋmez] DJ[əˋmeiz]
amazed,KK[əˋmezd] DJ[əˋmeizd]
amazing,KK[əˋmezɪŋ] DJ[əˋmeiziŋ]
ambassador,KK[æmˋbæsədɚ] DJ[æmˋbæsədə]
ambiguity,KK[͵æmbɪˋgjuətɪ] DJ[͵æmbiˋgju:iti]
ambiguous,KK[æmˋbɪgjʊəs] DJ[æmˋbigjuəs]
ambition,KK[æmˋbɪʃən] DJ[æmˋbiʃən]
ambitious,KK[æmˋbɪʃəs] DJ[æmˋbiʃəs]
ambulance,KK[ˋæmbjələns] DJ[ˋæmbjuləns]
ambush,KK[ˋæmbʊʃ] DJ[ˋæmbuʃ]
amend,KK[əˋmɛnd] DJ[əˋmend]
amendment,KK[əˋmɛndmənt] DJ[əˋmendmənt]
amends,KK[əˋmɛndz] DJ[əˋmendz]
America,KK[əˋmɛrɪkə] DJ[əˋmerikə]
American,KK[əˋmɛrɪkən] DJ[əˋmerikən]
amiable,KK[ˋemɪəb!] DJ[ˋeimjəbl]
amicable,KK[ˋæmɪkəb!] DJ[ˋæmikəbl]
amid,KK[əˋmɪd] DJ[əˋmid]
ammunition,KK[͵æmjəˋnɪʃən] DJ[͵æmjuˋniʃən]
amnesty,KK[ˋæm͵nɛstɪ] DJ[ˋæmnesti]
among,KK[əˋmʌŋ] DJ[əˋmʌŋ]
amount,KK[əˋmaʊnt] DJ[əˋmaunt]
ample,KK[ˋæmp!] DJ[ˋæmpl]
amplify,KK[ˋæmplə͵faɪ] DJ[ˋæmpli͵fai]
amuse,KK[əˋmjuz] DJ[əˋmju:z]
amused,KK[əˋmjuzd] DJ[əˋmju:zd]
amusement,KK[əˋmjuzmənt] DJ[əˋmju:zmənt]
amusing,KK[əˋmjuzɪŋ] DJ[əˋmju:ziŋ]
analogy,KK[əˋnælədʒɪ] DJ[əˋnælədʒi]
analysis,KK[əˋnæləsɪs] DJ[əˋnæləsis]
analyst,KK[ˋæn!ɪst] DJ[ˋænəlist]
analytical,KK[͵æn!ˋɪtɪk!] DJ[͵ænəˋlitikl]
analyze,KK[ˋæn!͵aɪz] DJ[ˋænəlaiz]
ancestor,KK[ˋænsɛstɚ] DJ[ˋænsistə]
anchor,KK[ˋæŋkɚ] DJ[ˋæŋkə]
ancient,KK[ˋenʃənt] DJ[ˋeinʃənt]
and,KK[ænd] DJ[ænd]
anecdote,KK[ˋænɪk͵dot] DJ[ˋænik͵dəut]
angel,KK[ˋendʒ!] DJ[ˋeindʒəl]
anger,KK[ˋæŋgɚ] DJ[ˋæŋgə]
angle,KK[ˋæŋg!] DJ[ˋæŋgl]
angler,KK[ˋæŋglɚ] DJ[ˋæŋglə]
angry,KK[ˋæŋgrɪ] DJ[ˋæŋgri]
animal,KK[ˋænəm!] DJ[ˋæniməl]
animate,KK[ˋænə͵met] DJ[ˋæni͵meit]
animated,KK[ˋænə͵metɪd] DJ[ˋæni͵meitid]
ankle,KK[ˋæŋk!] DJ[ˋæŋkl]
anniversary,KK[͵ænəˋvɝsərɪ] DJ[͵æniˋvə:səri]
announce,KK[əˋnaʊns] DJ[əˋnauns]
announcement,KK[əˋnaʊnsmənt] DJ[əˋnaunsmənt]
announcer,KK[əˋnaʊnsɚ] DJ[əˋnaunsə]
annoy,KK[əˋnɔɪ] DJ[əˋnɔi]
annoyance,KK[əˋnɔɪəns] DJ[əˋnɔiəns]
annoyed,KK[əˋnɔɪd] DJ[əˋnɔid]
annoying,KK[əˋnɔɪɪŋ] DJ[əˋnɔiiŋ]
annual,KK[ˋænjʊəl] DJ[ˋænjuəl]
anonymous,KK[əˋnɑnəməs] DJ[əˋnɔniməs]
another,KK[əˋnʌðɚ] DJ[əˋnʌðə]
answer,KK[ˋænsɚ] DJ[ˋɑ:nsə]
ant,KK[ænt] DJ[ænt]
Antarctic,KK[ænˋtɑrktɪk] DJ[ænˋtɑ:ktik]
antenna,KK[ænˋtɛnə] DJ[ænˋtenə]
anthem,KK[ˋænθəm] DJ[ˋænθəm]
antibiotic,KK[͵æntɪbaɪˋɑtɪk] DJ[͵æntibaiˋɔtik]
antibody,KK[ˋæntɪ͵bɑdɪ] DJ[ˋænti͵bɔdi]
anticipate,KK[ænˋtɪsə͵pet] DJ[ænˋtisipeit]
anticipation,KK[æn͵tɪsəˋpeʃən] DJ[æn͵tisiˋpeiʃən]
antique,KK[ænˋtik] DJ[ænˋti:k]
antonym,KK[ˋæntə͵nɪm] DJ[ˋæntə͵nim]
anxiety,KK[æŋˋzaɪətɪ] DJ[æŋˋzaiəti]
anxious,KK[ˋæŋkʃəs] DJ[ˋæŋkʃəs]
any,KK[ˋɛnɪ] DJ[ˋeni]
anybody,KK[ˋɛnɪ͵bɑdɪ] DJ[ˋeni͵bɔdi]
anyhow,KK[ˋɛnɪ͵haʊ] DJ[ˋenihau]
anymore,KK[ˋɛnɪmɔr] DJ[ˋenimɔ:]
anyone,KK[ˋɛnɪ͵wʌn] DJ[ˋeniwʌn]
anything,KK[ˋɛnɪ͵θɪŋ] DJ[ˋeni͵θiŋ]
anytime,KK[ˋɛnɪ͵taɪm] DJ[ˋenitaim]
anyway,KK[ˋɛnɪ͵we] DJ[ˋeni͵wei]
anywhere,KK[ˋɛnɪ͵hwɛr] DJ[ˋenihwɛə]
apart,KK[əˋpɑrt] DJ[əˋpɑ:t]
apartheid,KK[əˋpɑrt͵het] DJ[əˋpɑ:theit]
apartment,KK[əˋpɑrtmənt] DJ[əˋpɑ:tmənt]
ape,KK[ep] DJ[eip]
apologize,KK[əˋpɑlə͵dʒaɪz] DJ[əˋpɔlədʒaiz]
apology,KK[əˋpɑlədʒɪ] DJ[əˋpɔlədʒi]
appall,KK[əˋpɔl] DJ[əˋpɔ:l]
appalling,KK[əˋpɔlɪŋ] DJ[əˋpɔ:liŋ]
apparatus,KK[͵æpəˋretəs] DJ[͵æpəˋreitəs]
apparent,KK[əˋpærənt] DJ[əˋpærənt]
apparently,KK[əˋpærəntlɪ] DJ[əˋpærəntli]
appeal,KK[əˋpil] DJ[əˋpi:l]
appear,KK[əˋpɪr] DJ[əˋpiə]
appearance,KK[əˋpɪrəns] DJ[əˋpirəns]
appendix,KK[əˋpɛndɪks] DJ[əˋpendiks]
appetite,KK[ˋæpə͵taɪt] DJ[ˋæpitait]
applaud,KK[əˋplɔd] DJ[əˋplɔ:d]
applause,KK[əˋplɔz] DJ[əˋplɔ:z]
apple,KK[ˋæp!] DJ[ˋæpl]
appliance,KK[əˋplaɪəns] DJ[əˋplaiəns]
applicable,KK[ˋæplɪkəb!] DJ[ˋæplikəbl]
applicant,KK[ˋæpləkənt] DJ[ˋæplikənt]
application,KK[͵æpləˋkeʃən] DJ[͵æpliˋkeiʃən]
apply,KK[əˋplaɪ] DJ[əˋplai]
appoint,KK[əˋpɔɪnt] DJ[əˋpɔint]
appointment,KK[əˋpɔɪntmənt] DJ[əˋpɔintmənt]
appraisal,KK[əˋprez!] DJ[əˋpreizəl]
appreciable,KK[əˋpriʃɪəb!] DJ[əˋpri:ʃəbl]
appreciate,KK[əˋpriʃɪ͵et] DJ[əˋpri:ʃieit]
appreciation,KK[ə͵priʃɪˋeʃən] DJ[ə͵pri:ʃiˋeiʃən]
apprehension,KK[͵æprɪˋhɛnʃən] DJ[͵æpriˋhenʃən]
apprentice,KK[əˋprɛntɪs] DJ[əˋprentis]
approach,KK[əˋprotʃ] DJ[əˋprəutʃ]
appropriate,KK[əˋproprɪ͵et] DJ[əˋprəupriət]
approval,KK[əˋpruv!] DJ[əˋpru:vəl]
approve,KK[əˋpruv] DJ[əˋpru:v]
approximate,KK[əˋprɑksəmɪt] DJ[əˋprɔksimit]
April,KK[ˋeprəl] DJ[ˋeiprəl]
apron,KK[ˋeprən] DJ[ˋeiprən]
apt,KK[æpt] DJ[æpt]
aptitude,KK[ˋæptə͵tjud] DJ[ˋæptitju:d]
aquarium,KK[əˋkwɛrɪəm] DJ[əˋkwɛəriəm]
arbitrary,KK[ˋɑrbə͵trɛrɪ] DJ[ˋɑ:bi͵trəri]
arc,KK[ɑrk] DJ[ɑ:k]
arch,KK[ɑrtʃ] DJ[ɑ:tʃ]
archaeology,KK[͵ɑrkɪˋɑlədʒɪ] DJ[͵ɑ:kiˋɔlədʒi]
architect,KK[ˋɑrkə͵tɛkt] DJ[ˋɑ:kitekt]
architectural,KK[͵ɑrkəˋtɛktʃərəl] DJ[͵ɑ:kiˋtektʃərəl]
architecture,KK[ˋɑrkə͵tɛktʃɚ] DJ[ˋɑ:kitektʃə]
archive,KK[ˋɑrkaɪv] DJ[ˋɑ:kaiv]
Arctic,KK[ˋɑrktɪk] DJ[ˋɑ:ktik]
are,KK[ɑr] DJ[ɑ:]
area,KK[ˋɛrɪə] DJ[ˋɛəriə]
arena,KK[əˋrinə] DJ[əˋri:nə]
argue,KK[ˋɑrgjʊ] DJ[ˋɑ:gju:]
argument,KK[ˋɑrgjəmənt] DJ[ˋɑ:gjumənt]
arise,KK[əˋraɪz] DJ[əˋraiz]
arithmetic,KK[əˋrɪθmətɪk] DJ[əˋriθmətik]
arm,KK[ɑrm] DJ[ɑ:m]
armchair,KK[ˋɑrm͵tʃɛr] DJ[ˋɑ:m͵tʃɛə]
armed,KK[ɑrmd] DJ[ɑ:md]
armor,KK[ˋɑrmɚ] DJ[ˋɑ:mə]
armored,KK[ˋɑrmɚd] DJ[ˋɑ:məd]
arms,KK[ɑrmz] DJ[ɑ:mz]
army,KK[ˋɑrmɪ] DJ[ˋɑ:mi]
around,KK[əˋraʊnd] DJ[əˋraund]
arouse,KK[əˋraʊz] DJ[əˋrauz]
arrange,KK[əˋrendʒ] DJ[əˋreindʒ]
arrangement,KK[əˋrendʒmənt] DJ[əˋreindʒmənt]
array,KK[əˋre] DJ[əˋrei]
arrest,KK[əˋrɛst] DJ[əˋrest]
arrival,KK[əˋraɪv!] DJ[əˋraivəl]
arrive,KK[əˋraɪv] DJ[əˋraiv]
arrogant,KK[ˋærəgənt] DJ[ˋærəgənt]
arrow,KK[ˋæro] DJ[ˋærəu]
art,KK[ɑrt] DJ[ɑ:t]
artery,KK[ˋɑrtərɪ] DJ[ˋɑ:təri]
article,KK[ˋɑrtɪk!] DJ[ˋɑ:tikl]
articulate,KK[ɑrˋtɪkjə͵let] DJ[ɑ:ˋtikjuleit]
artifact,KK[ˋɑrtɪ͵fækt] DJ[ˋɑ:tifækt]
artificial,KK[͵ɑrtəˋfɪʃəl] DJ[͵ɑ:tiˋfiʃəl]
artillery,KK[ɑrˋtɪlərɪ] DJ[ɑ:ˋtiləri]
artist,KK[ˋɑrtɪst] DJ[ˋɑ:tist]
artistic,KK[ɑrˋtɪstɪk] DJ[ɑ:ˋtistik]
as,KK[æz] DJ[æz]
ascend,KK[əˋsɛnd] DJ[əˋsend]
ascending,KK[əˋsɛndɪŋ] DJ[əˋsendiŋ]
ascertain,KK[͵æsɚˋten] DJ[͵æsəˋtein]
ascribe,KK[əˋskraɪb] DJ[əˋskraib]
ash,KK[æʃ] DJ[æʃ]
ashamed,KK[əˋʃemd] DJ[əˋʃeimd]
Asia,KK[ˋeʃə] DJ[ˋeiʃə]
Asian,KK[ˋeʃən] DJ[ˋeiʃən]
aside,KK[əˋsaɪd] DJ[əˋsaid]
ask,KK[æsk] DJ[ɑ:sk]
asleep,KK[əˋslip] DJ[əˋsli:p]
aspect,KK[ˋæspɛkt] DJ[ˋæspekt]
aspiration,KK[͵æspəˋreʃən] DJ[͵æspəˋreiʃən]
aspirin,KK[ˋæspərɪn] DJ[ˋæspərin]
ass,KK[æs] DJ[æs]
assassinate,KK[əˋsæsɪn͵et] DJ[əˋsæsineit]
assault,KK[əˋsɔlt] DJ[əˋsɔ:lt]
assemble,KK[əˋsɛmb!] DJ[əˋsembl]
assembly,KK[əˋsɛmblɪ] DJ[əˋsembli]
assert,KK[əˋsɝt] DJ[əˋsə:t]
assess,KK[əˋsɛs] DJ[əˋses]
